Konto;Kontobeschriftung;SprachId;Kontenrahmen ID
1211;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1212;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1213;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1214;Trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1215;Trade receivables general VAT rate;en_US;D871D9715A904125974B545FC0FF0681
1216;Trade receivables reduced VAT rate;en_US;D871D9715A904125974B545FC0FF0681
1217;Tax-exempt/ untaxed trade receivables;en_US;D871D9715A904125974B545FC0FF0681
1218;Trade receivables av. rate, s. 24 UStG;en_US;D871D9715A904125974B545FC0FF0681
1219;Contra acc 1215-1218 rcvbls. classified;en_US;D871D9715A904125974B545FC0FF0681
1220;Rec udr sec 11(1) s. 2 EStG sec 4/3 EStG;en_US;D871D9715A904125974B545FC0FF0681
1221;Trade receivables due within 1 year;en_US;D871D9715A904125974B545FC0FF0681
1225;Trade receivables due > 1 year;en_US;D871D9715A904125974B545FC0FF0681
1230;Bills receivable;en_US;D871D9715A904125974B545FC0FF0681
1231;Bills receivable due within 1 year;en_US;D871D9715A904125974B545FC0FF0681
1232;Bills receivable due > 1 year;en_US;D871D9715A904125974B545FC0FF0681
1235;Bills receivable eligible centr. bank;en_US;D871D9715A904125974B545FC0FF0681
1240;Doubtful receivables;en_US;D871D9715A904125974B545FC0FF0681
